Length,Date,Day,Time,Views,Likes,Comments,Shares,Data date,s watched,d's watched,Avg watched,d'avg watched,%'all watched,%'d'all watched,Audience,d'Audiance,For You,Personal Profile,Follow,Sound,Search,Hashtag,1 Country,%,2C,%,3C,%,4C,%,5C,%,Privated/Deleted sound,,Virality,ER,"9,563,485","7,639,413","4,748,149","2,130,275","1,561,186","18,271",,,,"52,598,473",Moving Average V,Moving Median V,Moving std V,Moving AVG likes,Likes/Views,,Length
15.16,11/9/2020,5,22:34,"27,800",2666,35,23,12/3/2022,352143,0,12.6,0,48,0,25400,0,38,58,4,0,0,0,SE,44,US,17,GB,5,CA,3,NO,3,,0.831134565,4.153342583,9.59%,12232,4726,1390,0,0,0,20,"50,000",3,18.18%,"27,800","27,800",0,"2,666",9.60%,"27,800",15
13.23,13/9/2020,7,22:54,"2,100,000",60500,516,586,12/3/2022,25787549,0,12.2,0,62.8,0,2000000,0,99,1,0,0,0,0,US,28,GB,10,SE,8,DE,5,PH,4,,0.922146636,5.307523799,2.88%,168000,588000,210000,105000,0,0,15,"5,000,000",0.1,14.52%,"1,063,900","1,063,900","1,465,267","31,583",3.00%,"1,063,900",13
11.14,16/9/2020,3,2:06,"67,200",4036,187,38,12/3/2022,696457,7200,10.3,-0.1,44.1,-0.01,62000,2,69,25,2,0,0,0,US,56,SE,23,NO,2,GB,2,FI,2,,0.92459605,3.786185771,6.01%,15456,37632,1344,0,0,0,12,"100,000",4,9.03%,"731,667","67,200","1,185,175","22,401",3.10%,"731,667",11
13.4,10/10/2020,6,22:14,"38,600",1809,31,8,12/3/2022,411361,0,10.6,0,42.9,0,35700,0,53,39,8,0,0,0,SE,30,US,22,GB,8,CA,4,ID,3,,0.791044776,3.698259611,4.69%,11580,8492,3088,0,0,0,15,"50,000",3,4.05%,"558,400","52,900","1,027,868","17,253",3.10%,"558,400",13
13.22,16/10/2020,5,22:29,"135,400",12900,94,26,12/3/2022,1537550,0,11.3,0,55.4,0,127900,0,85,12,2,0,0,0,US,22,SE,20,MY,5,GB,4,CA,4,,0.854765507,4.558686033,9.53%,27080,29788,5416,0,0,0,15,"200,000",10,2.97%,"473,800","67,200","910,038","16,382",3.50%,"473,800",13
13.17,17/10/2020,6,17:47,"671,500",35200,347,253,12/3/2022,8683218,3600,12.9,-0.1,54.4,-0.01,621300,1,95,3,1,0,0,0,SE,28,US,21,JP,6,KR,4,VN,2,,0.979498861,4.528684306,5.24%,188020,141015,0,0,0,0,15,"1,500,000",100,,"506,750","101,300","817,955","19,519",3.90%,"506,750",13
15.3,18/10/2020,7,21:28,"21,900",1730,13,7,12/3/2022,243520,0,11,0,28.9,0,20200,0,9,74,16,0,0,0,US,25,SE,25,GB,7,CA,4,AU,2,,0.718954248,3.18479974,7.90%,5475,5475,1533,0,0,0,20,"25,000",0.1,"26,400","437,486","67,200","768,846","16,977",3.90%,"437,486",15
13.54,20/10/2020,2,2:26,"22,900",1661,9,5,12/3/2022,168466,0,7.3,0,23.4,0,20900,0,9,83,7,0,0,0,US,27,SE,22,GB,8,CA,5,AU,3,,0.539143279,2.966686903,7.25%,5038,6183,1832,0,0,0,15,"25,000",,"1,063,900","385,663","52,900","726,748","15,063",3.90%,"436,786",14
13.26,25/10/2020,7,3:54,"29,700",2713,53,6,12/3/2022,310341,0,10.4,0,35.9,0,26300,0,14,73,12,0,0,0,SE,27,US,24,GB,8,CA,5,AU,3,,0.784313726,3.396521569,9.13%,8019,7128,2376,0,0,0,15,"50,000",Len avg:,254242.5381,"346,111","38,600","690,088","13,691",4.00%,"141,029",13
21.04,28/10/2020,3,3:56,"2,100,000",329100,962,1709,12/3/2022,36299842,177681,17.3,-0.1,44.7,-0.01,2000000,502,90,2,0,1,0,1,SE,16,US,16,GB,9,DE,6,CA,6,,0.822243346,4.136747456,15.67%,336000,336000,189000,126000,0,0,30,"5,000,000",50,208226.5001,"521,500","52,900","854,939","45,232",8.70%,"431,429",21
8.3,29/10/2020,4,4:10,"261,500",20000,182,131,12/3/2022,2273838,21600,8.6,-0.1,53.6,-0.01,236100,2,84,12,3,0,0,0,SE,45,FI,4,US,4,NO,3,RO,3,,1.036144578,4.194937991,7.65%,117675,10460,0,0,0,0,9,"600,000",6,,"497,864","67,200","814,846","42,938",8.60%,"463,271",8
15.44,30/10/2020,5,23:17,"378,000",36900,182,131,12/3/2022,4553844,6894,12,-0.1,48.3,-0.01,355600,23,90,5,2,0,0,0,SE,37,GB,10,US,7,NL,5,DE,5,,0.777202073,4.111416751,9.76%,139860,26460,37800,18900,18900,0,20,"600,000",Min,"116,343","487,875","101,300","777,695","42,435",8.70%,"497,929",15
9.66,31/10/2020,6,23:00,"57,400",5357,38,22,12/3/2022,626097,50644,10.8,-0.1,57.5,-0.01,53000,4,38,28,12,0,0,0,SE,22,US,20,GB,7,DE,4,CA,4,,1.118012422,4.573620961,9.33%,12628,11480,4018,2296,0,0,10,"100,000",,"915,529","454,762","67,200","754,098","39,582",8.70%,"410,200",10
31.72,31/10/2020,6,4:13,"306,900",58600,509,394,12/3/2022,6267702,82983,20.4,0.1,40.4,-0.01,281400,1,91,7,1,0,0,0,US,53,CA,11,SE,8,GB,6,AU,3,,0.643127364,4.115816618,19.09%,24552,162657,18414,0,0,0,60,"600,000",,392896.1862,"444,200","101,300","725,591","40,941",9.20%,"450,914",32
18.44,1/11/2020,7,4:13,"74,500",6811,46,41,12/3/2022,1099032,25200,14.7,-0.1,51.6,-0.01,68000,2,67,18,13,0,0,0,SE,24,US,20,GB,6,NL,4,CA,3,,0.797180043,4.556897547,9.14%,17880,14900,4470,0,2980,0,20,"100,000",,201658.9721,"419,553","74,500","705,683","38,666",9.20%,"458,286",18
15.26,5/11/2020,4,4:29,"44,100",3314,84,10,12/3/2022,367367,0,8.3,0,25.5,0,40400,0,56,25,17,0,0,0,SE,60,US,13,GB,3,CA,2,NO,1,,0.543905636,3.032019333,7.51%,26460,5733,1323,0,0,0,20,"50,000",,,"396,088","70,850","688,185","36,456",9.20%,"460,343",15
13.4,7/11/2020,6,2:17,"21,500",2756,37,38,12/3/2022,181316,0,8.4,0,32.4,0,19900,0,13,51,32,0,0,0,US,26,SE,24,GB,6,CA,4,NO,2,,0.626865672,3.37542232,12.82%,5160,5590,1290,0,0,0,15,"25,000",,,"374,053","67,200","672,498","34,474",9.20%,"163,414",13
16.58,9/11/2020,1,3:16,"28,500",3223,60,27,12/3/2022,314926,0,11,0,28.6,0,26900,0,38,35,20,0,0,1,SE,30,US,16,GB,7,NL,3,CA,3,,0.66344994,3.24391129,11.31%,8550,4560,1995,0,855,0,20,"50,000",,,"354,856","62,300","657,483","32,738",9.20%,"130,129",17
13.13,19/11/2020,4,3:29,"15,000",1186,15,3,12/3/2022,122722,0,8.1,0,13.2,0,13900,0,10,60,29,0,0,0,SE,26,US,19,GB,5,CA,4,NO,3,,0.616907845,2.909812789,7.91%,3900,2850,750,0,0,0,15,"25,000",,,"336,968","57,400","643,698","31,077",9.20%,"78,271",13
14.46,20/11/2020,5,2:04,"258,500",10400,75,124,12/3/2022,2391146,97627,9.2,-0.1,25.9,-0.01,243200,9,92,4,3,0,0,0,SE,36,TH,12,ID,9,JP,3,MY,3,,0.636237898,3.088223924,4.02%,93060,0,0,0,0,0,15,"600,000",,,"333,045","62,300","626,775","30,043",9.00%,"107,000",14
11.68,21/11/2020,6,1:13,"20,900",2270,43,51,12/3/2022,154828,0,7.3,0,24.9,0,18900,0,16,55,25,0,0,1,SE,27,US,18,GB,4,CA,3,ID,3,,0.625,3.260734951,10.86%,5643,3762,836,0,0,0,12,"25,000",,,"318,181","57,400","614,691","28,721",9.00%,"66,143",12
9.56,24/11/2020,2,3:13,"180,400",24100,176,140,12/3/2022,1583699,140949,8.7,-0.1,44.4,-0.01,175100,11,77,8,5,0,0,0,SE,20,US,16,GB,4,ID,4,DE,3,,0.910041841,3.744036955,13.36%,36080,28864,7216,5412,0,0,10,"200,000",,,"311,918","62,300","600,595","28,511",9.10%,"81,271",10
27.12,25/11/2020,3,3:08,"20,900",1993,44,37,12/3/2022,270314,3600,12.8,-0.1,23.3,-0.01,19400,2,9,60,29,0,0,1,SE,23,US,21,GB,6,ID,3,CA,3,,0.471976401,3.168903973,9.54%,4807,4389,1254,0,0,0,30,"25,000",,,"299,265","57,400","589,916","27,358",9.10%,"77,957",27
36.8,27/11/2020,5,4:45,"21,000",2491,68,37,12/3/2022,388088,97627,18.3,0.1,27.7,-0.01,19000,1,19,60,20,0,0,0,SE,35,US,13,GB,5,NO,3,NL,3,,0.497282609,3.404019046,11.86%,7350,2730,1050,0,630,0,60,"25,000",,,"287,671","50,750","579,739","26,322",9.10%,"77,886",37
11.7,28/11/2020,6,1:14,"17,800",1422,25,6,12/3/2022,124481,0,6.9,0,26.8,0,16400,0,12,71,16,0,0,0,SE,29,US,15,GB,5,ID,3,NO,3,,0.58974359,3.060522605,7.99%,5162,2670,890,0,0,0,12,"25,000",,,"276,876","44,100","570,093","25,326",9.10%,"76,357",12
19.43,29/11/2020,7,4:00,"27,800",3087,34,7,12/3/2022,343075,0,12.3,0,39.4,0,25700,0,23,48,29,0,0,0,SE,31,US,20,GB,5,NO,3,CA,3,,0.633041688,3.623343508,11.10%,8618,5560,1390,0,0,0,20,"50,000",,,"267,296","41,350","560,707","24,470",9.20%,"78,186",19
11.38,30/11/2020,1,3:34,"44,600",5366,27,27,12/3/2022,345539,0,7.7,0,38.1,0,41400,0,53,33,12,0,0,0,SE,21,GB,10,US,9,IT,5,DE,4,,0.676625659,3.42464007,12.03%,9366,4014,4460,1784,0,0,12,"50,000",,,"259,048","44,100","551,486","23,763",9.20%,"47,629",11
15.21,1/12/2020,2,3:42,"943,300",57200,578,902,12/3/2022,14281408,29166,15,-0.1,59.9,-0.01,882500,72,93,2,1,0,0,0,SE,14,GB,12,US,8,ID,8,MY,8,,0.986193294,5.264852626,6.06%,132062,75464,113196,0,0,0,20,"1,500,000",,,"283,486","44,350","556,412","24,957",8.80%,"179,400",15
18.11,2/12/2020,3,4:26,"42,700",3634,82,15,12/3/2022,602483,0,14,0,38.5,0,38300,0,42,46,12,0,0,0,SE,52,US,10,NO,3,GB,3,NL,2,,0.773053562,3.619753003,8.51%,22204,4270,1281,0,854,0,20,"50,000",,,"275,183","44,100","548,212","24,222",8.80%,"159,729",18
20.11,3/12/2020,4,4:32,"21,400",1424,21,4,12/3/2022,200472,0,9.3,0,16.5,0,19900,0,7,70,22,0,0,0,SE,29,US,17,GB,5,NO,3,CA,3,,0.462456489,2.859943308,6.65%,6206,3638,1070,0,0,0,30,"25,000",,,"266,723","43,400","540,666","23,462",8.80%,"159,800",20
19.15,5/12/2020,6,5:14,"35,800",3800,48,30,12/3/2022,463582,0,12.8,-0.1,36.4,-0.01,33200,2,29,38,27,0,0,0,SE,30,US,16,GB,5,ID,4,MY,3,,0.668407311,3.541096312,10.61%,10740,5728,1790,0,0,0,20,"50,000",,,"259,274","42,700","533,194","22,827",8.80%,"161,914",19
12.56,7/12/2020,1,3:28,"35,100",3119,25,27,12/3/2022,321103,5064,9,-0.1,23.6,-0.01,36300,22,24,37,24,2,0,0,SE,30,US,16,GB,4,NO,4,FI,2,,0.71656051,3.104319476,8.89%,10530,5616,1404,0,0,0,15,"50,000",,,"252,269","40,650","526,018","22,212",8.80%,"164,386",13
21.87,8/12/2020,2,3:09,"25,700",2908,41,20,12/3/2022,271071,0,10.4,-0.1,10.9,-0.01,25500,2,13,53,24,0,0,0,SE,30,US,17,GB,5,NO,3,NL,2,,0.475537266,2.895376404,11.32%,7710,4369,1285,0,514,0,30,"50,000",,,"245,403","38,600","519,234","21,627",8.80%,"164,086",22
9.7,9/12/2020,3,3:07,"22,900",1714,31,5,12/3/2022,161021,0,7,0,33.7,0,21300,0,10,66,24,0,0,0,SE,35,US,16,GB,4,NO,4,CA,2,,0.721649485,3.240674786,7.48%,8015,3664,916,0,0,0,10,"25,000",,,"238,859","37,200","512,729","21,041",8.80%,"160,986",10
55.87,10/12/2020,4,12:51,"22,500",1640,27,14,12/3/2022,358726,0,15.8,0,6.2,0,20900,0,9,69,20,0,0,0,SE,33,US,16,GB,4,NO,3,CA,2,,0.282799356,2.724548235,7.29%,7425,3600,900,0,0,0,60,"25,000",,,"232,677","35,800","506,454","20,487",8.80%,"29,443",56
9.49,11/12/2020,5,4:05,"38,800",4956,82,39,12/3/2022,272237,0,6.9,0,34.3,0,35200,0,42,42,15,0,0,0,SE,36,US,10,GB,3,BR,2,NO,2,,0.727081138,3.342138695,12.77%,13968,3880,1164,0,0,0,10,"50,000",,,"227,292","37,200","500,212","20,055",8.80%,"28,886",9
18.16,12/12/2020,6,4:03,"40,300",5018,56,103,12/3/2022,333269,133627,8.2,-0.1,12.3,-0.02,38300,12,29,47,15,0,0,0,SE,28,US,15,GB,4,DE,3,BR,2,,0.45154185,3.061149608,12.45%,11284,6045,1612,1209,0,0,20,"50,000",,,"222,238","38,600","494,172","19,649",8.80%,"31,586",18
9.12,13/12/2020,7,2:26,"582,300",95800,693,888,12/3/2022,5466973,97627,9.3,-0.1,51.5,-0.01,517500,6,90,7,2,0,0,0,SE,41,BR,21,TH,7,NO,3,FI,2,,1.019736842,4.214915918,16.45%,238743,0,0,0,0,0,10,"600,000",,,"231,713","38,700","490,936","21,653",9.30%,"109,657",9
17.74,15/12/2020,2,3:56,"101,800",13500,142,41,12/3/2022,1723936,7200,16.8,-0.1,47.7,-0.01,91800,3,66,21,12,1,0,0,SE,30,US,14,GB,5,ID,4,FI,3,,0.947012401,4.242199093,13.26%,30540,14252,5090,0,0,0,20,"200,000",,,"228,382","38,800","484,879","21,444",9.40%,"119,186",18
22.82,16/12/2020,3,19:08,"23,300",2112,48,44,12/3/2022,204220,0,8.6,0,8.1,0,21400,0,10,77,13,0,0,0,SE,25,US,15,GB,4,TH,4,BR,3,,0.376862401,2.9374877,9.06%,5825,3495,932,0,0,0,30,"25,000",,,"223,255","38,700","479,720","20,960",9.40%,"118,843",23
14.12,17/12/2020,4,3:46,"85,700",5379,61,24,12/3/2022,993074,0,11.5,0,50.6,0,80400,0,66,23,10,0,0,0,SE,27,US,13,GB,7,FI,4,MY,4,,0.814447592,4.22411562,6.28%,23139,11141,5999,0,0,0,15,"100,000",,,"219,900","38,800","474,172","20,580",9.40%,"127,814",14
15.72,18/12/2020,5,3:17,"402,400",83800,984,686,12/3/2022,5372780,0,12.7,0,49.7,0,382000,0,89,8,2,0,0,0,US,14,PH,14,SE,12,MX,10,MY,8,,0.807888041,4.394599318,20.83%,48288,56336,0,0,0,0,20,"600,000",,,"224,245","39,550","469,200","22,086",9.80%,"182,086",16
13.14,19/12/2020,6,2:07,"43,600",3404,25,25,12/3/2022,437852,0,10,0,35.6,0,40000,0,34,46,18,1,0,0,SE,31,US,16,GB,4,NO,4,CA,2,,0.761035008,3.399871419,7.81%,13516,6976,1744,0,0,0,15,"50,000",,,"220,044","40,300","464,398","21,651",9.80%,"182,771",13
15,20/12/2020,7,2:12,"182,100",15100,174,369,12/3/2022,2181036,3600,11.9,-0.1,42.1,-0.01,172300,2,81,12,6,0,0,0,SE,27,US,18,CA,6,DE,4,NO,4,,0.793333333,3.889719971,8.29%,49167,32778,0,7284,0,0,20,"200,000",,,"219,182","41,500","459,002","21,502",9.80%,"203,029",15
17.11,22/12/2020,2,2:27,"48,600",2932,29,6,12/3/2022,622693,3600,12.7,-0.1,47.5,-0.01,45200,1,39,41,20,0,0,0,SE,22,US,17,MY,7,GB,6,ID,4,,0.742255991,4.092385706,6.03%,10692,8262,2916,0,0,0,20,"50,000",,,"215,391","42,700","454,468","21,090",9.80%,"126,786",17
8.47,23/12/2020,3,2:54,"60,600",4362,45,23,12/3/2022,513011,366,8.4,-0.1,47.8,-0.01,54500,1,49,34,16,0,0,0,SE,21,US,16,GB,6,DE,4,NL,4,,0.991735537,3.84977395,7.20%,12726,9696,3636,2424,2424,0,9,"100,000",,,"212,026","43,150","449,969","20,726",9.80%,"120,900",8
30.07,24/12/2020,4,2:05,"271,800",52200,541,339,12/3/2022,4582289,12630,16.7,-0.1,30.7,-0.01,269300,46,72,10,3,0,0,1,SE,12,US,11,GB,8,DE,7,FR,7,,0.555370802,3.437041904,19.21%,32616,29898,21744,19026,0,0,60,"600,000",,,"213,298","43,600","445,137","21,396",10.00%,"156,400",30
11.77,25/12/2020,5,19:54,"29,100",2489,39,10,12/3/2022,200954,0,6.8,0,26.7,0,26500,0,8,71,20,0,0,0,US,21,SE,19,GB,5,CA,3,MX,3,,0.577740017,3.053359919,8.55%,5529,6111,1455,0,0,0,12,"50,000",,,"209,460","43,150","441,178","21,002",10.00%,"148,314",12
16.07,27/12/2020,7,2:19,"153,900",9499,181,54,12/3/2022,2136044,0,13.6,0,39.8,0,139200,0,77,15,6,0,0,0,SE,30,GB,9,US,9,NL,7,DE,4,,0.846297449,3.65462982,6.17%,46170,13851,13851,6156,10773,0,20,"200,000",,,"208,327","43,600","436,630","20,767",10.00%,"112,814",16
9.47,28/12/2020,1,2:12,"321,500",61400,713,1117,12/3/2022,2381050,7200,6.8,-0.1,26.8,-0.01,300600,1,81,14,1,1,0,0,SE,26,MX,23,BR,10,TH,8,AR,4,,0.718057022,3.42178666,19.10%,83590,0,0,0,0,0,10,"600,000",,,"210,590","43,850","432,448","21,580",10.20%,"152,514",9
12.54,29/12/2020,2,2:31,"49,100",5140,65,29,12/3/2022,444915,0,8.8,0,34.2,0,46900,0,39,40,20,0,0,0,SE,30,US,19,GB,5,CA,3,NL,3,,0.701754386,3.328564648,10.47%,14730,9329,2455,0,1473,0,15,"50,000",,,"207,424","44,100","428,698","21,257",10.20%,"133,514",13
13.49,30/12/2020,3,3:33,"37,300",4346,158,9,12/3/2022,395469,0,10.2,0,40.6,0,35700,0,19,55,24,0,0,0,SE,24,US,21,GB,4,CA,3,MX,3,,0.756115641,3.612593534,11.65%,8952,7833,1492,0,0,0,15,"50,000",,,"207,610","44,100","428,621","21,290",10.30%,"131,900",13
8.66,31/12/2020,4,1:16,"29,500",2216,83,5,12/3/2022,198592,0,6.4,0,28,0,27900,0,10,71,19,0,0,0,US,25,SE,18,GB,4,CA,4,BR,4,,0.739030023,3.119567567,7.51%,5310,7375,1180,0,0,0,9,"50,000",,,"167,012","43,600","333,236","20,147",12.10%,"127,457",9
15.11,1/1/2021,5,2:47,"1,000,000",35700,285,302,12/3/2022,13033740,0,12.5,0,55.7,0,984500,0,96,2,1,0,0,0,US,53,SE,9,PH,6,GB,5,CA,5,,0.827266711,4.712388062,3.57%,90000,530000,50000,0,0,0,20,"1,500,000",,,"185,302","43,600","352,680","20,768",11.20%,"231,486",15
10.38,2/1/2021,6,2:50,"35,100",1952,29,6,12/3/2022,241823,0,6.9,0,32.5,0,32200,0,19,63,17,0,0,0,US,27,SE,18,CA,5,GB,4,BR,4,,0.664739884,3.185158819,5.56%,6318,9477,1404,0,0,0,12,"50,000",,,"185,233","43,600","352,710","20,771",11.20%,"232,343",10
8.63,3/1/2021,7,5:13,"237,500",11700,99,109,12/3/2022,1793279,97627,7.5,-0.1,52,-0.01,223300,6,81,12,4,0,0,0,VN,11,SE,10,PL,8,US,5,IT,4,,0.869061414,4.056065587,4.93%,23750,11875,0,0,0,0,9,"600,000",,,"187,235","43,600","352,711","20,748",11.10%,"244,286",9
15.46,4/1/2021,1,3:22,"45,800",4513,62,7,12/3/2022,568679,0,12.4,0,46.8,0,42000,0,23,50,26,0,0,0,US,23,SE,23,GB,5,CA,4,NO,3,,0.802069858,4.007270367,9.85%,10534,10534,2290,0,0,0,20,"50,000",,,"174,967","43,600","346,354","20,146",11.50%,"204,900",15
9.19,5/1/2021,2,3:55,"37,600",3505,95,57,12/3/2022,242485,0,6.5,0,28.6,0,33800,0,14,68,16,0,0,0,US,22,SE,16,BR,5,CA,4,GB,4,,0.707290533,3.254315687,9.32%,6016,8272,1504,0,0,0,10,"50,000",,,"175,275","43,600","346,222","20,181",11.50%,"203,257",9
13.49,9/1/2021,6,2:51,"39,200",3069,31,5,12/3/2022,402638,0,10.3,0,44.3,0,36000,0,10,63,26,0,0,0,US,28,SE,18,GB,5,CA,5,NO,3,,0.76352854,3.75767633,7.83%,7056,10976,1960,0,0,0,15,"50,000",,,"175,594","43,600","346,086","20,208",11.50%,"203,529",13
11.47,10/1/2021,7,2:31,"65,200",7070,141,53,12/3/2022,564108,39661,8.7,0.1,45,-0.01,59600,1,24,62,13,0,0,0,US,23,SE,18,CA,5,GB,4,MX,3,,0.758500436,3.803707605,10.84%,11736,14996,2608,0,0,0,12,"100,000",,,"176,290","44,100","345,823","20,294",11.50%,"208,629",11
15.07,14/1/2021,4,3:32,"34,200",2661,64,20,12/3/2022,283023,0,8.3,0,23.3,0,30900,0,7,82,11,0,0,0,US,33,SE,17,CA,6,GB,5,NO,3,,0.550763106,3.030337151,7.78%,5814,11286,1710,0,0,0,20,"50,000",,,"135,784","43,600","210,500","13,893",10.20%,"70,657",15
10.19,15/1/2021,5,2:47,"1,159,232",197700,669,470,12/3/2022,11040307,0,10.4,0,59.3,0,965800,0,95,4,1,0,0,0,US,60,SE,12,CA,8,NO,1,AU,1,Privated,1.02060844,4.736512044,17.05%,139107.8682,695539.341,0,0,0,0,12,"1,500,000",,,"153,387","43,600","254,219","17,377",11.30%,"231,247",10
9.15,16/1/2021,6,3:34,"53,900",5228,48,19,12/3/2022,400395,0,7.4,0,43.5,0,48900,0,19,60,21,0,0,0,US,30,SE,18,GB,6,CA,6,DE,3,,0.808743169,3.611661449,9.70%,9702,16170,3234,1617,0,0,10,"100,000",,,"147,032","43,600","252,537","16,756",11.40%,"205,019",9
8.31,17/1/2021,7,5:05,"43,500",3530,36,30,12/3/2022,265904,0,6.1,0,39.3,0,39700,0,12,68,19,0,0,0,US,28,SE,17,CA,6,GB,5,NO,4,,0.734055355,3.430464763,8.11%,7395,12180,2175,0,0,0,9,"50,000",,,"146,759","43,500","252,643","16,720",11.40%,"204,690",8
18.95,18/1/2021,1,4:18,"95,000",10400,92,41,12/3/2022,1471042,90305,15.5,0.1,45.6,0.01,85600,1,52,28,19,0,0,0,US,24,SE,9,PH,9,ID,8,GB,5,,0.817941953,4.091156582,10.95%,8550,22800,4750,0,0,0,20,"100,000",,,"142,605","43,500","251,698","15,775",11.10%,"212,890",19
8.63,19/1/2021,2,4:15,"94,500",5759,54,33,12/3/2022,592639,10800,6.3,-0.1,43,-0.01,86800,2,60,27,12,0,0,0,SE,61,US,11,GB,3,CA,2,DE,2,,0.730011588,3.540182655,6.09%,57645,10395,2835,1890,0,0,9,"100,000",,,"142,997","43,500","251,605","15,755",11.00%,"220,790",9
11.28,20/1/2021,3,3:09,"64,599",6191,58,17,12/3/2022,532511,366,8.2,-0.1,34.6,-0.01,57800,1,37,46,15,1,0,0,US,20,SE,18,ID,6,GB,5,CA,4,,0.726950355,3.293716697,9.58%,11627.82,12919.8,3229.95,0,0,0,12,"100,000",,,"143,399","43,500","251,460","15,811",11.00%,"220,704",11
10.31,21/1/2021,4,4:05,"4,500,000",530800,2660,2595,12/3/2022,44322182,144000,9.8,-0.1,59.4,-0.01,4099999,13,95,2,0,2,0,1,US,23,SE,14,GB,10,CA,7,DE,6,,0.950533463,4.751061905,11.80%,630000,1035000,450000,270000,0,0,12,"5,000,000",,,"231,212","43,600","659,294","26,165",11.30%,"858,676",10
9.33,22/1/2021,5,2:30,"50,300",6099,73,36,12/3/2022,380868,0,7.6,0,43.7,0,45400,0,26,56,17,0,0,0,SE,25,US,16,GB,6,NO,5,DE,4,,0.814576635,3.670446185,12.13%,12575,8048,3018,2012,0,0,10,"100,000",,,"231,640","44,600","659,167","26,221",11.30%,"700,257",9
9.84,23/1/2021,6,18:51,"24,700",2561,23,14,12/3/2022,181092,0,7.3,0,37.7,0,22400,0,14,59,26,0,0,0,SE,23,US,14,GB,9,DE,5,NO,4,,0.741869919,3.402973321,10.37%,5681,3458,2223,1235,0,0,10,"25,000",,,"231,830","44,600","659,105","26,248",11.30%,"696,086",10
8.29,23/1/2021,6,2:26,"39,200",3832,74,20,12/3/2022,289696,0,7.4,0,41.5,0,35000,0,23,44,26,6,0,0,SE,20,US,15,GB,8,DE,6,NL,4,,0.892641737,3.558918922,9.78%,7840,5880,3136,2352,1568,0,9,"50,000",,,"227,530","43,600","659,643","26,119",11.50%,"695,471",8
10.54,24/1/2021,7,2:09,"31,700",3452,34,11,12/3/2022,225844,0,7.1,0,34.4,0,28200,0,34,40,22,3,0,0,SE,24,US,16,GB,8,NO,4,DE,4,,0.673624288,3.263665374,10.89%,7608,5072,2536,1268,0,0,12,"50,000",,,"227,742","43,600","659,577","26,143",11.50%,"686,428",11
9.4,25/1/2021,1,4:35,"36,400",4483,75,44,12/3/2022,250554,0,6.9,0,31.4,0,32700,0,26,48,25,0,0,0,SE,18,US,15,GB,11,DE,4,NL,4,,0.734042553,3.290389286,12.32%,6552,5460,4004,1456,1456,0,10,"50,000",,,"224,918","43,500","660,091","25,758",11.50%,"678,128",9
12.33,26/1/2021,2,4:27,"337,500",28600,122,137,12/3/2022,3699931,0,11,0,59.6,0,318600,0,93,3,3,0,0,0,SE,28,US,20,GB,9,AU,7,MY,5,,0.892133009,4.901142502,8.47%,94500,67500,30375,0,0,0,15,"600,000",,,"231,126","43,600","659,623","26,280",11.40%,"717,114",12
11.31,27/1/2021,3,4:12,"65,200",6624,42,36,12/3/2022,583481,115322,8.9,-0.1,45,-0.01,60800,12,63,15,19,0,0,0,SE,15,TH,13,US,9,PH,8,VN,7,,0.786914235,3.767369679,10.16%,9780,5868,0,0,0,0,12,"100,000",,,"231,993","44,600","659,370","26,361",11.40%,"83,571",11
11.61,28/1/2021,4,4:14,"17,000",1775,34,8,12/3/2022,120205,0,7.1,0,31.9,0,15000,0,20,51,27,0,0,0,SE,23,US,15,GB,11,NO,4,CA,3,,0.611541774,3.203695519,10.44%,3910,2550,1870,0,0,0,12,"25,000",,,"231,977","44,600","659,376","26,368",11.40%,"78,814",12
29.28,29/1/2021,5,5:06,"45,100",6628,104,26,12/3/2022,665979,10800,14.7,-0.1,26.8,-0.01,38900,1,65,20,14,0,0,0,SE,38,US,8,GB,6,NL,4,NO,3,,0.50204918,3.183391219,14.70%,17138,3608,2706,0,1804,0,30,"50,000",,,"232,316","45,100","659,273","26,437",11.40%,"81,729",29
17.44,30/1/2021,6,3:26,"994,400",24300,192,256,12/3/2022,11709169,14400,11.8,-0.1,47.5,-0.01,959100,45,96,1,2,0,0,0,US,48,GB,9,PH,7,CA,5,SE,5,,0.676605505,4.0890532,2.44%,49720,477312,89496,0,0,0,20,"1,500,000",,,"250,940","45,800","667,231","26,808",10.70%,"218,186",17
14.7,31/1/2021,7,5:12,"46,300",6528,62,19,12/3/2022,545938,0,11.8,0,43.7,0,42700,0,54,14,32,0,0,0,SE,26,US,12,PH,5,GB,5,NL,3,,0.802721088,3.813742434,14.10%,12038,5556,2315,0,1389,0,15,"50,000",,,"233,352","45,800","660,403","25,815",11.10%,"220,271",15
8.4,1/2/2021,1,2:06,"20,300",2610,57,14,12/3/2022,139654,0,6.9,-0.1,34.6,-0.01,17500,1,22,31,34,12,0,0,SE,24,US,12,GB,7,NO,4,PH,3,,0.821428571,3.343471861,12.86%,4872,2436,1421,0,0,0,9,"25,000",,,"232,912","45,800","660,540","25,795",11.10%,"217,971",8
10.31,2/2/2021,2,6:36,"48,000",8430,83,47,12/3/2022,387774,366,8,-0.1,38.3,-0.01,43800,1,61,13,25,0,0,0,SE,17,PH,15,TH,11,US,9,GB,4,,0.775945684,3.496485294,17.56%,8160,4320,1920,0,0,0,12,"50,000",,,"233,434","46,300","660,380","25,932",11.10%,"176,614",10
